;New York;Los Angeles;Chicago;Miami;Dallas;Philadelphia;Houston;Washington;Atlanta;Boston;Phoenix;Seattle;San Francisco;Detroit;San Diego;Minneapolis;Tampa;Denver;Brooklyn;Queens;Baltimore;Riverside;Saint Louis;Las Vegas;Portland;San Antonio;Sacramento;San Jose;Orlando;Cleveland;Pittsburgh;Cincinnati;Manhattan;Austin;Kansas City;Indianapolis;Columbus;Virginia Beach;Charlotte;Bronx;Milwaukee;Providence;Jacksonville;Salt Lake City;Nashville;Memphis;Richmond;New Orleans;Raleigh;Louisville;Oklahoma City;Bridgeport;Buffalo;Hartford;Fort Worth;Tucson;El Paso;Honolulu;Omaha;McAllen;Albuquerque;Birmingham;Dayton;Rochester;Sarasota;Fresno;Allentown;Tulsa;Concord;Cape Coral;Springfield;Colorado Springs;Charleston;Grand Rapids;Mission Viejo;Albany;Knoxville;Baton Rouge;Bakersfield;Ogden;New Haven;Columbia;Akron;Provo;Worcester;Mesa;Palm Bay;Toledo;Murrieta;Wichita;Des Moines;Staten Island;Long Beach;Greenville;Little Rock;Harrisburg;Denton;Madison;Reno;Port Saint Lucie;Oakland;Winston-Salem;Indio;Durham;Syracuse;Chattanooga;Lancaster;Spokane;Palm Coast;Arlington;Bonita Springs;Poughkeepsie;Stockton;Oxnard;Augusta;Scranton;Boise;Modesto;Kissimmee;Youngstown;Aurora;Anaheim;Lancaster;Victorville;Pensacola;Fayetteville;Corpus Christi;Jackson;Greensboro;Flint;Santa Ana;Fort Wayne;Ann Arbor;Fayetteville;Santa Rosa;Lansing;Mobile;Lexington;Huntsville;Santa Clarita;Asheville;Saint Paul;Fort Collins;Antioch;Henderson;Trenton;Lakeland;Shreveport;Davenport;Springfield;
Sarasota;1682.02;3491.02;1678.57;289.426;1495.27;1565.2;1283.04;1384.47;736.525;1962.63;2904.79;4106.22;3882.38;1673.61;3367.22;2178.9;73.4317;2476.94;1676.73;1692.82;1439.2;3396.92;1445.61;3228.77;4060.6;1579.62;3807.69;3825.5;173.226;1574;1475.67;1324.86;1688.79;1516.43;1718.59;1422.38;1406.86;1210.25;889.948;1699.45;1815.56;1901.75;343.409;3070.82;1060.46;1115.1;1228.35;781.368;1013.81;1238.21;1680.8;1761.02;1762.32;1837.89;1545.96;2778.94;2358.23;7544.87;1978.79;1562.53;2441.42;799.741;1391.74;1815.19;0;3638.44;1610.35;1594.63;3846.23;94.4377;1877.1;2424.16;657.335;1759.67;3419.32;1878.66;968.765;904.104;3556.56;3091.15;1784.43;761.06;1530.79;3028.36;1924.35;2868.65;198.735;1595.65;3376.19;1798.83;1876.32;1661.79;3466.93;833.824;1243.34;1529.61;1544.71;1856;3685.96;213.076;3862.93;998.027;3288.69;1020.46;1838.81;896.729;1524.95;3767.41;275.56;1523.34;132.681;1778.76;3786.13;3562.66;671.527;1685.14;3510.8;3754.98;154.305;1539.87;2462.91;3439.04;3473.34;3397.08;568.726;1464.73;1462.86;923.374;1006.88;1747.11;3440.84;1547.23;1664.34;925.428;3913.06;1719.31;656.722;1203.47;906.5;3501.14;915.302;2171.05;2531.93;3828.36;3205.36;1601.33;98.5839;1224.27;1743.13;1488.51;
Fresno;3956.9;322.328;2801.85;3923.83;2143.62;3867.85;2390.08;3729.21;3210.29;4163.91;785.706;1222.8;258.138;3179.8;502.552;2394.98;3615.51;1341.98;3955.61;3966.54;3755.73;383.94;2596.31;409.804;1002.12;2134.96;247.034;191.227;3690.81;3301.51;3454.08;3085.27;3951.94;2160.26;2221.02;2938.49;3205.16;3862.43;3485.43;3959.13;2784.23;4144.74;3579.92;813.062;2937.46;2679.83;3719.04;2857.48;3660.05;3000.09;2001.94;4009;3525.46;4041.94;2092.53;965.224;1342.76;4043.41;2103.6;2347.42;1197.21;3006.5;3104.17;3623.89;3638.44;0;3829.19;2132.3;235.617;3721.67;4048.38;1338.98;3637.31;2971.39;402.871;3938.29;3191.44;2734.91;173.032;837.029;4029.43;3513.52;3317.81;806.262;4105.76;824.988;3774.2;3142.46;428.324;1985.23;2309.29;3940.1;362.726;3360.63;2477.82;3716.28;2095.81;2668.92;307.635;3832.53;241.778;3511.53;468.302;3633.39;3744.1;3099.62;3769.09;1225.57;3651.82;2115.14;3754.91;3941.27;188.601;292.972;3431.74;3801.43;815.988;143.088;3692.29;3390.78;1353.54;371.567;274.498;333.93;3084.64;2287.42;2328.44;2743.03;3549.68;3131.19;380.661;3014.76;3128.33;3651.79;316.17;3060.19;2992.45;3105.13;2986.17;288.145;3324.09;2407.16;1343.55;221.235;434.286;3895.04;3656.16;2418.94;2558.73;2346.63;
Allentown;131.286;3823.73;1029.71;1704.2;2079.97;71.5633;2164.34;229.602;1096.91;412.954;3314.99;3761.35;4012.79;665.344;3774.55;1527.39;1539.32;2487.84;128.93;142.54;173.289;3746.27;1282.16;3470.44;3815.48;2424.84;3902.97;3980.56;1449.65;529.434;380.804;787.094;128.954;2310.24;1633.41;910.397;640.338;432.319;761.039;138.534;1069.57;365.72;1271.04;3051.31;1100.48;1409.72;382.19;1753.3;597.561;914.522;2006.54;202.714;379.453;267.431;2127.46;3280.91;2924.26;7860.94;1725.95;2635.45;2788.59;1273.8;746.304;336.409;1610.35;3829.19;0;1844.34;3968.27;1663.39;297.627;2500.09;953.044;883.501;3783.15;269.093;900.29;1806.89;3823.11;3044.55;228.507;872.723;511.384;3040.31;357.936;3291.55;1480.17;688.992;3745.69;1908.31;1520.99;111.975;3816.87;881.131;1619.65;124.448;2086.71;1184.01;3736.9;1547.81;3992.75;650.744;3657.55;594.026;277.429;1054.8;93.2414;3395.51;1336.14;2114.16;1686.91;178.525;3910.91;3885.38;994.201;91.2719;3345.33;3897.71;1470.38;438.443;2476.62;3789.75;3778.74;3716.7;1545.84;1702.26;2461.15;1604.17;627.845;732.137;3796.48;814.696;712.762;685.521;4009.35;790.157;1584.62;822.802;1180.21;3818.15;833.763;1514.42;2487.35;3950.97;3459.9;73.1066;1514.88;1864.58;1271.05;1584.51;
Tulsa;1975.36;2054.21;951.824;1883.15;379.124;1864.05;706.777;1691.01;1078.31;2236.65;1502.13;2515.02;2357.57;1301.17;1974.98;1007.2;1555.25;883.802;1972.63;1986.82;1729.56;1967.71;572.333;1734.46;2466.03;779.51;2268.59;2309;1608.61;1366.22;1468.03;1057.24;1973.28;670.382;353.657;946.205;1208.3;1774.92;1364.18;1982.66;1027.25;2200.67;1470;1485.49;818.555;547.618;1644.94;873.556;1551.41;936.217;162.684;2043.83;1641.27;2096.16;394.975;1445.37;1080.1;6156.31;571.058;1122.6;977.155;879.552;1102.53;1745.4;1594.63;2132.3;1844.34;0;2317.48;1686.55;2114.73;838.108;1505.04;1160.13;1999.75;2026.45;1074.23;772.125;2084.58;1502.39;2068.26;1383.11;1363.47;1447.59;2177.13;1474.22;1694.64;1229.49;1959.11;215.705;637.042;1954.91;2039.93;1233.28;357.137;1720.93;342.882;952.67;2130.19;1763.47;2337.47;1403.65;1868.86;1526.43;1853.68;970.136;1765.97;2183.52;1550.75;397.339;1723.56;1993.7;2257.01;2121.83;1299.48;1845.06;1916.78;2231.93;1614.12;1433.76;869.772;2011.78;2020.21;1950.02;1026.85;156.295;945.576;673.224;1442.59;1295.22;2016.69;1084.35;1250.05;1532.71;2376.62;1217.12;942.736;1036.6;853.981;2055.39;1203.93;1008.63;937.307;2299.42;1716.78;1898.18;1588.73;450.921;757.873;261.441;
Concord;4094.25;537.038;2938.59;4132.94;2351.13;4009.97;2608.64;3879.03;3395.26;4290.12;1018.54;1073.23;45.5882;3311.66;722.475;2501.85;3821.07;1493.64;4093.22;4103.48;3902.99;610.689;2758.09;628.283;842.899;2359.43;80.8543;75.7542;3893.18;3439.01;3597.23;3239.67;4088.82;2380.66;2381.29;3089.7;3353.09;4022.75;3658.79;4095.55;2911.32;4273.95;3776.07;919.509;3112.3;2864.62;3876.75;3066.61;3827.76;3161.62;2193.9;4143.02;3652.47;4172.37;2301.05;1200.07;1571.89;3893.1;2244.22;2579.12;1406.59;3195.74;3254.2;3748.71;3846.23;235.617;3968.27;2317.48;0;3930.8;4176.74;1503.07;3820.88;3099.44;623.547;4064.27;3364.33;2944.38;393.39;932.057;4162.58;3692.7;3457.83;927.964;4232.74;1057.78;3977.26;3279.48;653.832;2159.39;2447.84;4078.23;578.076;3537.68;2667.87;3858.25;2301.61;2795.55;256.162;4037.46;27.6555;3679.65;701.269;3800.64;3869.08;3278.92;3911.95;1140.07;3850.33;2323.72;3964.59;4072.96;60.5177;490.338;3615.57;3935.97;791.817;95.3198;3895.36;3530.21;1506.12;591.927;500.301;565.898;3288.24;2471.02;2556.14;2942.94;3717.36;3258.63;599.576;3156.36;3261.11;3823.58;81.0504;3189.98;3196.47;3266.43;3169.13;505.072;3497.57;2514.37;1483.51;18.0629;655.588;4035.66;3860.82;2623.47;2697.85;2521.33;
Cape Coral;1729.66;3570.23;1767.39;202.174;1579.7;1615.54;1357.23;1439.92;825.075;2005.45;2983.8;4199.07;3966.62;1752.99;3444.22;2271.31;156.477;2568.2;1724.34;1740.15;1493.82;3475.92;1539.28;3311.9;4152.26;1650.61;3893.07;3909.21;213.908;1649.53;1545.2;1409.03;1736.8;1591.29;1812.97;1509.97;1486.34;1254.55;958.658;1747.28;1904.01;1944.2;411.26;3160.74;1152.27;1209.48;1282.61;864.317;1069.97;1325.94;1770.59;1807.44;1830.06;1884.13;1629.83;2855.13;2434.55;7615.87;2073.23;1617.61;2525.12;893.769;1474.76;1879.51;94.4377;3721.67;1663.39;1686.55;3930.8;0;1923.78;2514.52;713.432;1844.39;3497.71;1930.5;1053.28;986.79;3637.75;3181.5;1830.26;828.647;1605.78;3117.81;1969.18;2947.39;198.984;1676.37;3454.55;1891.53;1970.32;1709.94;3545.63;911.579;1336.16;1587.32;1629.98;1946.23;3772.75;174.252;3947.24;1064.49;3367.43;1078.61;1898.53;986.37;1579.93;3860.84;330.143;1607.17;38.2588;1828.85;3870.79;3641.96;747.276;1740.54;3602.16;3839.23;193.203;1612.07;2554.18;3517.82;3553.54;3477.1;659.898;1557.72;1525.65;1014.45;1070.81;1827.74;3519.45;1631.87;1745.26;981.56;3998.15;1801.96;746.641;1288.19;999.429;3580.86;993.963;2263.37;2623.84;3912.97;3288.19;1650.82;156.982;1310.91;1835.48;1582.65;
Springfield;195.759;4059.64;1250.83;1946.82;2365.22;319.741;2459.37;520.151;1393.47;121.925;3565.85;3902.17;4221.74;869.374;4019.08;1695.65;1807.73;2712.48;200.969;184.553;464.25;3984.99;1545.8;3701.06;3972.25;2716.52;4108.85;4193.14;1711.56;760.725;648.546;1061.55;189.94;2601.2;1882.15;1170.6;906.703;669.712;1051.65;178.914;1265.54;98.2139;1543.24;3257.29;1392.42;1699.45;661.366;2050.8;875.023;1196.17;2277.4;116.375;524.372;40.6337;2411.62;3540.75;3194.21;8063.23;1948.32;2931.94;3042.24;1571.39;1012.25;431.348;1877.1;4048.38;297.627;2114.73;4176.74;1923.78;0;2732.16;1223.27;1077.63;4022.97;120.191;1197.52;2104.39;4051.49;3247;94.9718;1157.63;755.376;3250.74;62.6869;3543.97;1734.36;914.821;3986.6;2164.08;1742.05;216.985;4054.77;1176.08;1905.98;417.091;2369.57;1381.27;3939.38;1796.94;4201.91;943.055;3899.52;875.534;312.509;1352.11;390.537;3538.93;1601.57;2399.05;1944.73;123.523;4120.56;4119.4;1282.52;271.008;3523.82;4109.87;1732.23;683.146;2701.94;4028.07;4012.18;3952.56;1841.21;1977.09;2756.91;1900.76;917.694;918.172;4035.25;1053.24;921.476;960.705;4213.84;988.204;1881.44;1109.35;1476.79;4052.38;1130.78;1682.68;2704.99;4159.77;3692.16;280.906;1779.97;2156.23;1495.18;1853.52;
Colorado Springs;2629.29;1327.71;1481.39;2713.51;986.914;2535.71;1325;2392.01;1903.85;2850.38;881.973;1717.41;1545.28;1863.74;1298.97;1165.99;2388.26;99.9793;2627.71;2639.36;2419.91;1255.01;1257.68;970.385;1644.67;1191.08;1447.91;1503.42;2445.48;1976.32;2122.01;1746.82;2624.86;1147.64;882.042;1601.54;1869.79;2523.81;2156.16;2632.54;1482.22;2826.83;2307.76;647.836;1610.7;1376.24;2380.07;1671.48;2324.99;1661.55;744.804;2685.14;2214.73;2722.73;950.472;928.86;795.049;5382.38;787.268;1530.73;450.582;1714.05;1767.62;2316.21;2424.16;1338.98;2500.09;838.108;1503.07;2514.52;2732.16;0;2325.94;1664.5;1294.13;2626.39;1861.7;1556.45;1323.16;666.991;2706.6;2193.33;1989.48;609.659;2791.33;871.108;2531.35;1818.85;1259.42;660.28;992.488;2611.67;1323.91;2036.91;1195.21;2384.62;928.787;1370.19;1300.63;2598.84;1525.02;2176.78;1174.7;2297.98;2435.2;1780.49;2436.52;1414.44;2388.86;971.245;2550.83;2620.76;1443.24;1387.27;2121.58;2477.72;1092.72;1422.96;2450.47;2062.82;93.5586;1297.61;1280.13;1220.66;1855.52;984.632;1415.59;1501.05;2214.57;1823.48;1305.2;1685.99;1811.21;2320.6;1556.43;1748.9;1767.88;1766.56;1675.64;1320.22;1995.05;1176.09;188.678;1485.13;960.393;2564.21;2423.27;1218.27;1237.06;1020.89;
Charleston;1027.65;3547.84;1212.46;782.03;1568.69;908.866;1502.29;727.409;427.598;1313.49;2978.42;3894.66;3861.45;1099.2;3453.8;1770.29;586.345;2353.41;1022.4;1038.72;781.938;3458.56;1130.37;3238.03;3888.03;1802.49;3770.04;3813.72;499.695;975.156;847.962;813.374;1034.04;1706.26;1486.12;951.494;841.954;563.988;277.928;1044.84;1337.01;1253.41;319.984;2962.09;727.774;957.487;571.019;992.884;356.872;786.473;1639.53;1107.73;1125.97;1184.6;1622.94;2890.19;2482.56;7651.36;1704.74;1910.88;2466.63;640.934;862.307;1169.45;657.335;3637.31;953.044;1505.04;3820.88;713.432;1223.27;2325.94;0;1233.2;3487.97;1221.5;506.687;1089.07;3586.13;2971.77;1131.75;161.587;929.508;2931.34;1272.52;2946.78;540.964;1034.63;3446.18;1665.67;1548.97;1006.97;3530.71;315.826;1164.36;873.949;1600.48;1407.49;3626.43;616.714;3841.29;366.752;3355.94;365.237;1185.19;547.935;867.785;3536.94;384.003;1603.02;739.324;1122.35;3760.49;3616.95;205.575;1028.14;3356.24;3736.22;520.333;923.298;2339.79;3502.42;3517.69;3445.6;732.828;1350.32;1763.56;961.594;365.148;1181.1;3506.45;1028.29;1102.95;268.409;3878.37;1172.17;806.313;709.599;651.746;3551.33;388.158;1759.98;2387.68;3802.83;3219.53;945.522;562.376;1294.77;1352.03;1306.42;
Grand Rapids;1003.2;2991.35;208.371;1973.19;1490.31;935.171;1701.84;853.849;1028.47;1192.52;2518.87;2886.92;3144.38;218.408;2960.25;648.336;1689.18;1639.15;1002.79;1011.46;858.784;2919.51;616.712;2629.35;2934.25;1888.01;3031.99;3115.52;1656.19;366.577;548.415;435.589;996.805;1769.98;858.978;356.441;398.659;1072.5;957.054;1002.57;188.254;1174.59;1448.05;2180.14;761.176;949.683;919.436;1483.04;994.907;533.213;1316.07;1046.02;554.069;1072.96;1524.91;2513.25;2202.66;6988.17;877.303;2182.6;2005.06;1053.71;374.06;653.258;1759.67;2971.39;883.501;1160.13;3099.44;1844.39;1077.63;1664.5;1233.2;0;2958.54;966.914;791.132;1474.3;2977.92;2170.65;1064.61;1074.57;400.388;2173.13;1134.47;2500.04;1724.61;223.343;2923.44;1149.71;672.252;989.239;2988.31;947.081;1083.41;787.459;1475.19;304.022;2863.34;1807.36;3124.52;891.532;2837.85;968.085;773.156;878.673;843.34;2520.54;1543.4;1519.12;1879.5;974.068;3043.11;3049.44;1111.91;840.666;2462.1;3032.26;1673.63;462.562;1629.07;2962.08;2941.96;2884.43;1398.65;1057.15;1996.63;1249.32;912.016;159.842;2969.7;212.519;174.97;1047.98;3137.33;93.4756;1383.1;556.256;922.698;2982.71;863.953;635.517;1628.53;3082.42;2621.64;954.709;1690.49;1367.63;436.183;912.114;
Mission Viejo;3913.43;89.2361;2773.28;3698.71;1942.38;3814.89;2144.42;3660.54;3061.28;4141.96;515.513;1606.31;631.952;3156.11;99.7159;2434.91;3403.6;1327.14;3911.58;3923.85;3692.53;43.7484;2514.49;363.984;1392.94;1867.34;648.876;559.177;3488.18;3264.35;3402.94;3013.33;3909.5;1910.32;2150.61;2875.86;3146.35;3768.6;3363.63;3917.57;2776.28;4116.8;3396.49;944.154;2818.14;2537.99;3632.57;2640.52;3550.48;2912.64;1853.17;3972.11;3507.8;4012.29;1888.83;653.038;1067.47;4163.5;2081.39;2038.01;1023.58;2848.1;3041.92;3609.69;3419.32;402.871;3783.15;1999.75;623.547;3497.71;4022.97;1294.13;3487.97;2958.54;0;3918.71;3073.89;2518.12;231.522;984.285;3994.2;3376.7;3275.05;910.445;4082.69;550.875;3568.95;3108.34;43.2;1886.32;2286.37;3895.08;51.6411;3230.75;2324.58;3665.05;1901.32;2663.9;688.873;3621.17;620.927;3402.36;132.185;3525.16;3728.38;2966.79;3715.43;1563.24;3460.97;1910.74;3528.95;3909.86;586.856;155.275;3283.55;3765.29;1117.77;540.418;3487.55;3348.45;1335.79;31.6319;129.682;105.806;2883.21;2155.77;2042.57;2556.84;3441.2;3117.35;25.3025;2972.44;3103.38;3532.31;703.723;3042.43;2790.65;3016.85;2845.08;118.681;3203.62;2446.13;1355.2;612.64;358.687;3845.08;3446.79;2222.78;2529.3;2237.45;
Albany;219.538;3954.1;1145.43;1966.05;2288.25;315.954;2396.9;498.249;1354.93;225.853;3465.94;3782.38;4109.35;762.691;3916.46;1578.9;1807.85;2604.63;224.552;213.116;442.151;3880.39;1455.24;3594.13;3853.28;2647.2;3995.91;4081.51;1716.96;663.62;570.38;980.588;209.841;2530.93;1783.58;1080.32;822.418;687.019;1027.6;202.041;1154.2;217.202;1539.9;3144.76;1326.54;1629.21;651.045;2005.26;866.535;1119.68;2189.08;171.48;412.888;135.857;2333.49;3444.88;3104.17;7948.83;1840.96;2873.39;2943.94;1522.11;926.457;315.802;1878.66;3938.29;269.093;2026.45;4064.27;1930.5;120.191;2626.39;1221.5;966.914;3918.71;0;1146.16;2052.75;3943.75;3133.8;167.115;1141.21;663.071;3139.11;169.116;3444.73;1745.55;813.543;3882.72;2067.9;1634.8;233.448;3949.86;1143.22;1831.08;369.798;2290.25;1269.72;3825.87;1811.71;4089.56;916.49;3796.06;863.106;195.64;1300.57;358.822;3419.29;1604.09;2321.68;1953.42;108.495;4008.35;4013.25;1261.49;208.428;3406.95;3998.18;1737.7;592.861;2594.29;3923.31;3905.91;3847.05;1805.87;1892.06;2696.08;1844.04;895.143;807.103;3930.64;954.751;815.348;954.367;4100.59;878.958;1840.79;1038.23;1421.16;3946.32;1091.05;1565.95;2595.39;4047.37;3585.71;283.276;1782.87;2087.68;1389.53;1765;
Knoxville;1019.13;3127.49;728.027;1187.14;1226.93;892.944;1269.05;693.446;249.132;1312.84;2575.11;3392.53;3406.16;716.943;3048.82;1271.61;898.071;1880.08;1015;1031.5;744.463;3041.59;630.656;2800.93;3391.64;1540.67;3309.58;3362.18;868.15;643.194;606.159;356.102;1020.73;1429.5;997.792;465.196;454.565;712.903;294.469;1031.66;860.61;1262.86;661.545;2485.84;255.777;553.728;602.177;860.557;478.068;287.061;1224.83;1099.16;886.204;1167.58;1278.44;2508.37;2119.56;7226.76;1203.22;1735.88;2051.32;376.096;424.277;966.514;968.765;3191.44;900.29;1074.23;3364.33;1053.28;1197.52;1861.7;506.687;791.132;3073.89;1146.16;0;907.302;3153.32;2492.35;1125.47;350.817;606.213;2458.96;1258.22;2546.37;940.072;634.019;3033.32;1206.34;1042.78;996.604;3113.78;191.027;774.811;781.365;1244.64;917.783;3159.77;1023.15;3385.91;331.974;2943.08;454.011;1031.89;154.663;808.313;3033.38;758.295;1262.03;1088.49;1075.79;3304.33;3194.59;336.738;938.527;2865.44;3282.76;884.946;638.579;1866.8;3085.67;3092.11;3022.81;684.311;918.474;1563.28;704.853;370.949;784.723;3090.69;578.621;701.481;460.502;3418.1;751.839;704.083;234.91;282.081;3127.93;133.5;1261.81;1907.49;3346.36;2784.75;931.947;899.756;984.972;847.38;844.835;
Baton Rouge;1923.28;2588.62;1303.97;1188.96;594.051;1796.1;416.073;1594.19;731.6;2218.71;2002.94;3267.03;2980.01;1507.98;2468.66;1625.42;885.533;1620.58;1918.97;1935.65;1647.23;2494.85;914.67;2325.15;3201.11;720.247;2907.5;2922.43;972.24;1490.86;1499.79;1140.09;1925.41;635.224;1014.47;1132.21;1292.43;1560.31;1097.88;1936.46;1431.2;2167.45;906.883;2195.06;754.111;529.531;1482.95;122.751;1306.62;995.119;816.223;2004.19;1762.13;2073.82;643.371;1883.18;1463.14;6658.74;1281.63;838.758;1538.37;533.443;1213.76;1852.5;904.104;2734.91;1806.89;772.125;2944.38;986.79;2104.39;1556.45;1089.07;1474.3;2518.12;2052.75;907.302;0;2652.57;2219.5;2030.52;1040.97;1464.54;2148.65;2164.76;1967.25;1051.59;1418.98;2475.07;987.826;1257.39;1900.68;2565.23;954.666;489.928;1688.64;646.118;1413.76;2790.08;1103.15;2960.66;1189.38;2387.03;1292.06;1929.53;752.645;1714.45;2945.11;957.002;620.692;1020.27;1982.96;2884.45;2660.13;914.523;1845.55;2649.15;2852.62;970.574;1513.81;1606.78;2537.24;2569.91;2493.84;377.959;686.467;678.658;225.902;1223.35;1546.51;2539.31;1300.39;1471.77;1246.98;3012.19;1484.17;289.885;1043.51;633.122;2598.16;981.647;1622.1;1685.51;2926.57;2301.53;1835.46;928.715;338.368;1236.72;776.785;
Bakersfield;3952.12;149.296;2801.19;3839.62;2066.35;3858.84;2294.27;3713.21;3158.54;4168.66;666.784;1391.03;404.936;3182.15;331.153;2422.43;3536.8;1339.13;3950.59;3962.11;3742.14;217.462;2572.14;354.151;1172.66;2028.85;417.572;332.292;3616.3;3298.33;3445.17;3066.64;3947.59;2061.94;2200.4;2923.53;3192.46;3835.75;3446.01;3955.17;2792.37;4146.9;3513.72;865.903;2898.02;2629.98;3695.33;2775.32;3626.23;2974.58;1946.66;4007.13;3531.08;4043.22;2014.01;833.46;1229.69;4073.47;2103.17;2223.31;1124.95;2950.25;3089.77;3631.16;3556.56;173.032;3823.11;2084.58;393.39;3637.75;4051.49;1323.16;3586.13;2977.92;231.522;3943.75;3153.32;2652.57;0;897.866;4028.29;3467.61;3312.25;846.57;4109.96;705.555;3698.64;3140.25;260.445;1951.27;2309.44;3934.62;189.764;3317.48;2422.45;3707.79;2021.28;2677.99;472.122;3754.33;392.53;3477.64;313.375;3600.11;3750.92;3054.68;3759.63;1375.67;3582.46;2036.4;3670.14;3941.65;355.343;129.319;3380.74;3799.57;947.99;308.903;3616.85;3385.55;1349.57;199.955;107.34;178.703;3009.73;2240.72;2214.79;2674.08;3516.15;3137.66;208.509;3008.73;3130.03;3613.65;474.066;3064.82;2917.21;3079.49;2937.4;115.171;3284.96;2434.24;1352.19;381.853;368.637;3887.37;3578.63;2344.79;2556.98;2309.83;
Ogden;3169.15;972.457;2015.55;3380.49;1639.7;3088.54;1961.07;2965.42;2555.11;3359.6;851.353;1085.42;977.432;2384.46;1039.27;1570.15;3055;621.231;3168.3;3178.1;2986.55;940.667;1869.44;624.827;986.177;1783.19;862.242;955.309;3110.94;2515.18;2677.65;2334.61;3163.42;1762.37;1495.24;2181.15;2439.21;3122.52;2785.22;3169.87;1982.4;3344.45;2969.37;50.2037;2247.83;2032.74;2973.24;2335.94;2941.24;2268.46;1411.37;3215.88;2722.62;3243.45;1598.77;1013.56;1153.72;4817.74;1329.01;2089.59;824.182;2372.55;2343.26;2818.08;3091.15;837.029;3044.55;1502.39;932.057;3181.5;3247;666.991;2971.77;2170.65;984.285;3133.8;2492.35;2219.5;897.866;0;3234.95;2832.9;2535.9;112.535;3302.49;870.524;3196.92;2355.66;967.832;1313.76;1528.74;3153.68;989.051;2673.96;1859.32;2937;1582.84;1866.63;692.746;3265.07;957.935;2794.9;914.026;2913.43;2938.42;2423.95;2991.34;836.676;3052.06;1620.52;3217.77;3144.7;877.727;1006.22;2769.32;3009.36;438.226;872.027;3116.25;2607.63;635.141;971.405;907.262;881.912;2522.5;1645.11;2005.36;2167.99;2831.49;2329.36;982.379;2236.73;2334.53;2945.35;966.842;2261.89;2434.86;2372.04;2326.13;949.597;2625.67;1582.63;584.938;915.528;637.952;3112.99;3089.72;1882.08;1777.85;1666.69;
New Haven;108.41;4032.82;1227.82;1852.07;2308.13;236.095;2391.6;438.889;1314.16;189.209;3531.22;3914.18;4207.38;850.913;3987.92;1694.95;1715.35;2690.35;113.174;96.2303;384.2;3956.76;1502.93;3676.68;3978.55;2653.18;4095.78;4177.19;1618.32;730.313;600.596;1011.55;105.239;2538.68;1847.68;1128.97;860.958;575.826;967.194;94.1206;1252.82;137.594;1451.73;3243.75;1328.9;1638.22;573.982;1973.78;785.973;1141.54;2230.71;26.3314;519.593;54.4175;2355.45;3501.12;3148.36;8052.64;1926.42;2861.32;3005.93;1497.09;967.088;437.858;1784.43;4029.43;228.507;2068.26;4162.58;1830.26;94.9718;2706.6;1131.75;1064.61;3994.2;167.115;1125.47;2030.52;4028.29;3234.95;0;1070.2;719.51;3235.28;141.234;3508.49;1640.33;888.044;3957.27;2126.15;1720.38;130.903;4026.97;1094.81;1847.91;352.65;2314.45;1368.51;3927.69;1702.53;4187.46;860.013;3869.63;787.675;327.631;1279.63;317.774;3549.78;1508.87;2342.27;1850.94;93.3094;4105.87;4093.52;1196.35;228.946;3521.63;4094.07;1638.97;646.207;2679.5;4000.05;3986.55;3925.73;1759.69;1927.68;2687.83;1830.11;833.186;906.942;4007.01;1021.77;901.666;870.791;4201.4;973.059;1802.26;1050.89;1406.35;4026.38;1052.82;1681.94;2686.01;4145.46;3666.99;196.514;1687.11;2092.97;1471.63;1807.77;
Columbia;962.845;3434.2;1050.88;920.118;1477.21;838.128;1445.11;643.132;326.157;1257.15;2870.59;3743.07;3733.83;947.642;3345.96;1609.13;687.817;2216.9;957.799;974.618;699.446;3346.14;979.806;3117.49;3740.39;1738.97;3640.14;3687.67;619.441;830.056;716.646;652.179;967.929;1637.12;1341.78;789.963;686.759;532.861;130.374;979.059;1175.71;1199.19;418.286;2824.7;585.064;838.874;496.368;957.618;286.872;626.321;1523.93;1044.92;1001.73;1120.86;1530.98;2790.12;2388.27;7537.94;1553.39;1876.3;2353.42;547.64;702.434;1054.51;761.06;3513.52;872.723;1383.11;3692.7;828.647;1157.63;2193.33;161.587;1074.57;3376.7;1141.21;350.817;1040.97;3467.61;2832.9;1070.2;0;785.052;2795.7;1211.27;2839.98;673.222;879.932;3335.33;1533.83;1393.3;941.023;3418.38;160.766;1053.32;779.559;1504.6;1245.91;3493.73;753.003;3713.62;237.056;3245;282.579;1082.93;413.962;782.522;3384.14;501.207;1512.06;858.282;1048.38;3632.44;3502.59;131.294;939.47;3211.74;3609.31;639.315;785.62;2203.42;3390.13;3401.97;3330.91;713.253;1227.14;1719.62;886.828;249.015;1028.1;3394.55;868.284;948.68;211.403;3748.61;1015.85;773.246;548.066;531.623;3436.5;227.504;1598.77;2248.09;3674.67;3099.89;876.736;672.558;1210.61;1192.5;1172.45;
